osm_id,lon,lat,name
42984360,5.1172164,51.5463502,Tilburg-Centrum-Oost
42991472,5.1203287,51.5481105,Knooppunt De Baars
42998984,5.9922831,51.5499359,Venray-Noord
42999449,4.5422341,51.5507182,Rucphen
42999772,4.9598007,51.5508275,Tilburg-Reeshof
43002883,4.9468438,51.5517844,Tilburg-Reeshof
43002900,5.1328794,51.5518167,Knooppunt De Baars
43003075,4.8335106,51.551827,Knooppunt Sint Annabosch
43004097,4.5497163,51.5523709,Rucphen
43005631,4.8350857,51.5525809,Knooppunt Sint Annabosch
43008906,4.6174679,51.5534579,Industrieterrein Vosdonk
43009268,4.4530819,51.5539268,Roosendaal-Borchwerf
43010058,4.8206393,51.5542867,Knooppunt Sint Annabosch
43015660,4.8510034,51.5559683,Bavel
43016526,4.8541902,51.5562857,Bavel
43020944,4.604725,51.5575668,Industrieterrein Vosdonk
43022515,4.5795135,51.5582328,St. Willebrord
43025554,4.7356427,51.5593451,Breda
43026285,5.1329103,51.5593412,Knooppunt De Baars
43026504,4.585976,51.5596697,St. Willebrord
43030468,4.4615661,51.5608435,Roosendaal-Borchwerf
43041859,4.6595493,51.5643613,Etten-Leur
43049109,4.4682794,51.566308,Oud Gastel-Borchwerf
43052543,4.7307383,51.5670524,Breda
43058849,5.4757145,51.5677716,Sint-Oedenrode
43067610,4.6679109,51.5715602,Etten-Leur
43070012,4.474675,51.5714866,Oud Gastel-Borchwerf
43070437,4.7726098,51.5717554,Mastbos
43071245,4.7638976,51.5719863,Mastbos
43073701,5.1437046,51.5727228,Berkel-Enschot
43076190,5.3564484,51.5731043,Boxtel
43078201,5.4840011,51.5745453,Sint-Oedenrode
43084985,4.7081393,51.5751999,Knooppunt Princeville
43086733,4.8235932,51.5757428,Breda
43090398,4.7124559,51.5764547,Breda-West
43091391,4.7269643,51.5762745,Knooppunt Princeville
43097589,3.7191645,51.5778195,Kamperland
43098053,3.8137323,51.5780178,Kortgene
43099606,4.800766,51.5783496,IJpelaar
43106886,5.1498157,51.5798908,Berkel-Enschot
43109306,5.983916,51.5808595,Vierlingsbeek
43109734,4.80932,51.5808777,IJpelaar
43110175,4.7187523,51.5812635,Breda-West
43112267,4.4875815,51.5812063,Oudenbosch
43125106,5.9801516,51.5845616,Vierlingsbeek
43129957,4.8243099,51.5848909,Breda
43145041,4.4923516,51.5883443,Oudenbosch
